Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income,
SR-20740,Steven Roelle,25-11-1972,M,1531699200,M,170000,"Insert into Customer values('SR-20740','Steven Roelle',26628,'M',1531699200,'M',170000)"
RH-19510,Rick Huthwaite,10-09-2002,S,1480118400,F,70000,"Insert into Customer values('RH-19510','Rick Huthwaite',37509,'S',1480118400,'F',70000)"
LH-16750,Larry Hughes,07-12-1966,S,1507075200,F,70000,"Insert into Customer values('LH-16750','Larry Hughes',24448,'S',1507075200,'F',70000)"
KB-16585,Ken Black,22-04-1997,S,1501286400,F,70000,"Insert into Customer values('KB-16585','Ken Black',35542,'S',1501286400,'F',70000)"
EM-13810,Eleni McCrary,15-06-1958,S,1532736000,F,70000,"Insert into Customer values('EM-13810','Eleni McCrary',21351,'S',1532736000,'F',70000)"
MZ-7515,Mary Zewe,25-07-1985,S,1485302400,F,70000,"Insert into Customer values('MZ-7515','Mary Zewe',31253,'S',1485302400,'F',70000)"
DM-13345,Denise Monton,03-02-1986,M,1520294400,F,60000,"Insert into Customer values('DM-13345','Denise Monton',31446,'M',1520294400,'F',60000)"
CA-11965,Carol Adams,02-08-1956,M,1480032000,F,60000,"Insert into Customer values('CA-11965','Carol Adams',20669,'M',1480032000,'F',60000)"
SC-20305,Sean Christensen,16-08-1969,S,1550534400,M,60000,"Insert into Customer values('SC-20305','Sean Christensen',25431,'S',1550534400,'M',60000)"
MH-18115,Mick Hernandez,09-10-1974,M,1491436800,M,70000,"Insert into Customer values('MH-18115','Mick Hernandez',27311,'M',1491436800,'M',70000)"
KS-16300,Karen Seio,22-08-2001,S,1545091200,F,70000,"Insert into Customer values('KS-16300','Karen Seio',37125,'S',1545091200,'F',70000)"
BG-11740,Bruce Geld,12-04-1959,M,1543104000,M,60000,"Insert into Customer values('BG-11740','Bruce Geld',21652,'M',1543104000,'M',60000)"
CR-2625,Corey Roper,30-10-1976,M,1493164800,M,60000,"Insert into Customer values('CR-2625','Corey Roper',28063,'M',1493164800,'M',60000)"
CB-12415,Christy Brittain,21-08-1979,M,1534636800,F,60000,"Insert into Customer values('CB-12415','Christy Brittain',29088,'M',1534636800,'F',60000)"
AP-10720,Anne Pryor,08-09-1974,M,1483660800,F,60000,"Insert into Customer values('AP-10720','Anne Pryor',27280,'M',1483660800,'F',60000)"
CR-12820,Cyra Reiten,17-11-1989,M,1426723200,M,60000,"Insert into Customer values('CR-12820','Cyra Reiten',32829,'M',1426723200,'M',60000)"
BF-11080,Bart Folk,25-12-1952,M,1534982400,F,70000,"Insert into Customer values('BF-11080','Bart Folk',19353,'M',1534982400,'F',70000)"
JM-15265,Janet Molinari,06-05-1991,S,1507680000,F,70000,"Insert into Customer values('JM-15265','Janet Molinari',33364,'S',1507680000,'F',70000)"
TW-21025,Tamara Willingham,14-07-1992,M,1470096000,F,70000,"Insert into Customer values('TW-21025','Tamara Willingham',33799,'M',1470096000,'F',70000)"
RB-19330,Randy Bradley,01-12-1987,M,1544140800,M,70000,"Insert into Customer values('RB-19330','Randy Bradley',32112,'M',1544140800,'M',70000)"
JA-15970,Joseph Airdo,14-06-1983,M,1445472000,F,70000,"Insert into Customer values('JA-15970','Joseph Airdo',30481,'M',1445472000,'F',70000)"
AB-60,Adam Bellavance,11-01-2005,M,1432425600,F,80000,"Insert into Customer values('AB-60','Adam Bellavance',38363,'M',1432425600,'F',80000)"
JR-5670,Jim Radford,20-11-2003,M,1461283200,M,40000,"Insert into Customer values('JR-5670','Jim Radford',37945,'M',1461283200,'M',40000)"
MD-17350,Maribeth Dona,19-12-1971,M,1479513600,F,40000,"Insert into Customer values('MD-17350','Maribeth Dona',26286,'M',1479513600,'F',40000)"
PK-19075,Pete Kriz,16-09-1986,M,1503100800,F,40000,"Insert into Customer values('PK-19075','Pete Kriz',31671,'M',1503100800,'F',40000)"
TP-21130,Theone Pippenger,13-10-1983,M,1484438400,M,60000,"Insert into Customer values('TP-21130','Theone Pippenger',30602,'M',1484438400,'M',60000)"
JK-15640,Jim Kriz,05-06-2003,S,1463616000,F,60000,"Insert into Customer values('JK-15640','Jim Kriz',37777,'S',1463616000,'F',60000)"
CD-11920,Carlos Daly,21-06-1976,M,1507161600,F,60000,"Insert into Customer values('CD-11920','Carlos Daly',27932,'M',1507161600,'F',60000)"
JL-5835,John Lee,01-03-1996,M,1429660800,F,60000,"Insert into Customer values('JL-5835','John Lee',35125,'M',1429660800,'F',60000)"
EP-13915,Emily Phan,06-05-1984,M,1506556800,M,70000,"Insert into Customer values('EP-13915','Emily Phan',30808,'M',1506556800,'M',70000)"
MS-17770,Maxwell Schwartz,02-06-1960,M,1422921600,F,40000,"Insert into Customer values('MS-17770','Maxwell Schwartz',22069,'M',1422921600,'F',40000)"
CM-12655,Corinna Mitchell,26-12-1962,M,1458172800,F,40000,"Insert into Customer values('CM-12655','Corinna Mitchell',23006,'M',1458172800,'F',40000)"
JC-6105,Julie Creighton,12-01-1999,S,1475539200,F,60000,"Insert into Customer values('JC-6105','Julie Creighton',36172,'S',1475539200,'F',60000)"
GB-14530,George Bell,26-09-1965,S,1462752000,M,60000,"Insert into Customer values('GB-14530','George Bell',24011,'S',1462752000,'M',60000)"
JH-16180,Justin Hirsh,18-01-1953,M,1539734400,F,40000,"Insert into Customer values('JH-16180','Justin Hirsh',19377,'M',1539734400,'F',40000)"
MT-8070,Michelle Tran,22-05-1968,S,1446768000,F,60000,"Insert into Customer values('MT-8070','Michelle Tran',24980,'S',1446768000,'F',60000)"
CV-2805,Cynthia Voltz,22-05-2000,S,1494892800,F,60000,"Insert into Customer values('CV-2805','Cynthia Voltz',36668,'S',1494892800,'F',60000)"
NH-18610,Nicole Hansen,27-02-1959,S,1459209600,F,60000,"Insert into Customer values('NH-18610','Nicole Hansen',21608,'S',1459209600,'F',60000)"
HJ-14875,Heather Jas,19-08-1951,M,1468368000,M,60000,"Insert into Customer values('HJ-14875','Heather Jas',18859,'M',1468368000,'M',60000)"
JL-15175,James Lanier,03-10-1988,M,1464480000,F,60000,"Insert into Customer values('JL-15175','James Lanier',32419,'M',1464480000,'F',60000)"
MY-18295,Muhammed Yedwab,03-03-2002,M,1508976000,M,70000,"Insert into Customer values('MY-18295','Muhammed Yedwab',37318,'M',1508976000,'M',70000)"
MW-18235,Mitch Willingham,27-06-2005,M,1521158400,F,80000,"Insert into Customer values('MW-18235','Mitch Willingham',38530,'M',1521158400,'F',80000)"
KC-16540,Kelly Collister,16-12-1986,S,1425945600,F,70000,"Insert into Customer values('KC-16540','Kelly Collister',31762,'S',1425945600,'F',70000)"
HA-14920,Helen Andreada,29-09-1987,S,1528243200,F,70000,"Insert into Customer values('HA-14920','Helen Andreada',32049,'S',1528243200,'F',70000)"
MT-17815,Meg Tillman,02-03-2000,M,1515628800,F,60000,"Insert into Customer values('MT-17815','Meg Tillman',36587,'M',1515628800,'F',60000)"
FW-14395,Fred Wasserman,20-08-1989,M,1459036800,F,60000,"Insert into Customer values('FW-14395','Fred Wasserman',32740,'M',1459036800,'F',60000)"
BH-11710,Brosina Hoffman,20-04-1963,S,1484092800,M,60000,"Insert into Customer values('BH-11710','Brosina Hoffman',23121,'S',1484092800,'M',60000)"
DK-12895,Dana Kaydos,19-06-1987,M,1488758400,F,60000,"Insert into Customer values('DK-12895','Dana Kaydos',31947,'M',1488758400,'F',60000)"
SC-20845,Sung Chung,02-06-1967,S,1511913600,M,70000,"Insert into Customer values('SC-20845','Sung Chung',24625,'S',1511913600,'M',70000)"
CY-12745,Craig Yedwab,11-09-1976,M,1438473600,F,70000,"Insert into Customer values('CY-12745','Craig Yedwab',28014,'M',1438473600,'F',70000)"
HL-15040,Hunter Lopez,06-08-1990,M,1545350400,M,60000,"Insert into Customer values('HL-15040','Hunter Lopez',33091,'M',1545350400,'M',60000)"
CT-11995,Carol Triggs,24-03-1979,M,1545955200,F,60000,"Insert into Customer values('CT-11995','Carol Triggs',28938,'M',1545955200,'F',60000)"
GR-4560,Georgia Rosenberg,31-03-1974,M,1437782400,M,70000,"Insert into Customer values('GR-4560','Georgia Rosenberg',27119,'M',1437782400,'M',70000)"
TT-21070,Ted Trevino,09-05-1954,S,1488412800,F,70000,"Insert into Customer values('TT-21070','Ted Trevino',19853,'S',1488412800,'F',70000)"
PO-19195,Phillina Ober,27-03-1975,M,1548115200,M,70000,"Insert into Customer values('PO-19195','Phillina Ober',27480,'M',1548115200,'M',70000)"
ED-13885,Emily Ducich,19-10-1982,S,1468540800,M,70000,"Insert into Customer values('ED-13885','Emily Ducich',30243,'S',1468540800,'M',70000)"
TM-21490,Tony Molinari,28-08-1976,S,1483833600,M,130000,"Insert into Customer values('TM-21490','Tony Molinari',28000,'S',1483833600,'M',130000)"
AW-10840,Anthony Witt,25-04-1986,S,1492128000,F,130000,"Insert into Customer values('AW-10840','Anthony Witt',31527,'S',1492128000,'F',130000)"
AT-10735,Annie Thurman,07-08-1999,M,1487030400,F,130000,"Insert into Customer values('AT-10735','Annie Thurman',36379,'M',1487030400,'F',130000)"
SG-10605,Speros Goranitis,22-05-1955,M,1432857600,F,160000,"Insert into Customer values('SG-10605','Speros Goranitis',20231,'M',1432857600,'F',160000)"
BM-11785,Bryan Mills,24-06-1975,S,1492300800,F,100000,"Insert into Customer values('BM-11785','Bryan Mills',27569,'S',1492300800,'F',100000)"
DK-13375,Dennis Kane,12-11-1964,M,1565568000,M,110000,"Insert into Customer values('DK-13375','Dennis Kane',23693,'M',1565568000,'M',110000)"
PF-19225,Phillip Flathmann,30-04-1984,M,1551052800,F,150000,"Insert into Customer values('PF-19225','Phillip Flathmann',30802,'M',1551052800,'F',150000)"
TG-21310,Toby Gnade,16-04-1993,S,1546387200,F,170000,"Insert into Customer values('TG-21310','Toby Gnade',34075,'S',1546387200,'F',170000)"
SF-10200,Sarah Foster,29-08-1978,M,1431388800,M,120000,"Insert into Customer values('SF-10200','Sarah Foster',28731,'M',1431388800,'M',120000)"
JW-5220,Jane Waco,21-03-1996,M,1485648000,F,120000,"Insert into Customer values('JW-5220','Jane Waco',35145,'M',1485648000,'F',120000)"
CC-12100,Chad Cunningham,07-09-1958,S,1481760000,F,130000,"Insert into Customer values('CC-12100','Chad Cunningham',21435,'S',1481760000,'F',130000)"
RD-19930,Russell D Ascenzo,25-11-1962,M,1534982400,M,110000,"Insert into Customer values('RD-19930','Russell D Ascenzo',22975,'M',1534982400,'M',110000)"
BP-1230,Benjamin Patterson,05-05-1980,M,1477440000,F,130000,"Insert into Customer values('BP-1230','Benjamin Patterson',29346,'M',1477440000,'F',130000)"
CS-12175,Charles Sheldon,06-11-1963,M,1519862400,F,170000,"Insert into Customer values('CS-12175','Charles Sheldon',23321,'M',1519862400,'F',170000)"
JD-16060,Julia Dunbar,09-01-1952,S,1557532800,M,30000,"Insert into Customer values('JD-16060','Julia Dunbar',19002,'S',1557532800,'M',30000)"
GH-14665,Greg Hansen,03-03-2003,S,1514678400,M,90000,"Insert into Customer values('GH-14665','Greg Hansen',37683,'S',1514678400,'M',90000)"
CM-11935,Carlos Meador,05-06-1977,M,1503100800,M,60000,"Insert into Customer values('CM-11935','Carlos Meador',28281,'M',1503100800,'M',60000)"
RB-9465,Rick Bensley,19-06-1962,M,1501113600,M,70000,"Insert into Customer values('RB-9465','Rick Bensley',22816,'M',1501113600,'M',70000)"
RB-19795,Ross Baird,17-11-1978,M,1489795200,M,70000,"Insert into Customer values('RB-19795','Ross Baird',28811,'M',1489795200,'M',70000)"
DL-13495,Dionis Lloyd,25-02-1955,M,1462060800,F,70000,"Insert into Customer values('DL-13495','Dionis Lloyd',20145,'M',1462060800,'F',70000)"
TS-21205,Thomas Seio,31-10-1994,S,1565308800,F,120000,"Insert into Customer values('TS-21205','Thomas Seio',34638,'S',1565308800,'F',120000)"
MV-8190,Mike Vittorini,26-04-1997,M,1473897600,M,120000,"Insert into Customer values('MV-8190','Mike Vittorini',35546,'M',1473897600,'M',120000)"
BD-11560,Brendan Dodson,13-01-1981,M,1485648000,F,100000,"Insert into Customer values('BD-11560','Brendan Dodson',29599,'M',1485648000,'F',100000)"
PS-18760,Pamela Stobb,10-03-1966,M,1427414400,F,110000,"Insert into Customer values('PS-18760','Pamela Stobb',24176,'M',1427414400,'F',110000)"
FM-14215,Filia McAdams,04-10-1956,M,1463184000,F,130000,"Insert into Customer values('FM-14215','Filia McAdams',20732,'M',1463184000,'F',130000)"
CA-12775,Cynthia Arntzen,28-05-1970,M,1462838400,F,80000,"Insert into Customer values('CA-12775','Cynthia Arntzen',25716,'M',1462838400,'F',80000)"
CD-12790,Cynthia Delaney,11-10-1976,M,1551744000,F,90000,"Insert into Customer values('CD-12790','Cynthia Delaney',28044,'M',1551744000,'F',90000)"
NL-18310,Nancy Lomonaco,18-06-1985,S,1564444800,M,90000,"Insert into Customer values('NL-18310','Nancy Lomonaco',31216,'S',1564444800,'M',90000)"
TB-21055,Ted Butterfield,25-02-1988,M,1428969600,F,90000,"Insert into Customer values('TB-21055','Ted Butterfield',32198,'M',1428969600,'F',90000)"
EH-4125,Eugene Hildebrand,29-01-1968,S,1561507200,F,90000,"Insert into Customer values('EH-4125','Eugene Hildebrand',24866,'S',1561507200,'F',90000)"
KB-16600,Ken Brennan,15-07-1975,S,1538956800,M,120000,"Insert into Customer values('KB-16600','Ken Brennan',27590,'S',1538956800,'M',120000)"
KW-16435,Katrina Willman,13-03-1987,M,1560470400,F,130000,"Insert into Customer values('KW-16435','Katrina Willman',31849,'M',1560470400,'F',130000)"
MG-17695,Maureen Gnade,27-09-1957,M,1457913600,M,130000,"Insert into Customer values('MG-17695','Maureen Gnade',21090,'M',1457913600,'M',130000)"
HM-14860,Harry Marie,29-10-1959,M,1424304000,M,130000,"Insert into Customer values('HM-14860','Harry Marie',21852,'M',1424304000,'M',130000)"
BP-11290,Beth Paige,29-08-1950,S,1482796800,F,150000,"Insert into Customer values('BP-11290','Beth Paige',18504,'S',1482796800,'F',150000)"
HZ-4950,Henia Zydlo,24-02-1965,S,1558396800,F,70000,"Insert into Customer values('HZ-4950','Henia Zydlo',23797,'S',1558396800,'F',70000)"
TC-20980,Tamara Chand,12-04-1954,M,1464307200,M,90000,"Insert into Customer values('TC-20980','Tamara Chand',19826,'M',1464307200,'M',90000)"
EM-13825,Elizabeth Moffitt,10-11-1967,M,1455321600,M,50000,"Insert into Customer values('EM-13825','Elizabeth Moffitt',24786,'M',1455321600,'M',50000)"
BS-11800,Bryan Spruell,27-06-1953,M,1476057600,F,80000,"Insert into Customer values('BS-11800','Bryan Spruell',19537,'M',1476057600,'F',80000)"
DV-13465,Dianna Vittorini,17-06-1974,M,1551830400,F,80000,"Insert into Customer values('DV-13465','Dianna Vittorini',27197,'M',1551830400,'F',80000)"
MB-17305,Maria Bertelson,15-03-1958,M,1461283200,M,80000,"Insert into Customer values('MB-17305','Maria Bertelson',21259,'M',1461283200,'M',80000)"
PC-19000,Pauline Chand,27-12-1973,S,1461974400,M,90000,"Insert into Customer values('PC-19000','Pauline Chand',27025,'S',1461974400,'M',90000)"
CA-12310,Christine Abelman,10-11-1950,M,1545004800,F,90000,"Insert into Customer values('CA-12310','Christine Abelman',18577,'M',1545004800,'F',90000)"
KC-16255,Karen Carlisle,31-03-1974,M,1508025600,M,90000,"Insert into Customer values('KC-16255','Karen Carlisle',27119,'M',1508025600,'M',90000)"
DB-3660,Duane Benoit,12-12-1957,S,1539907200,F,110000,"Insert into Customer values('DB-3660','Duane Benoit',21166,'S',1539907200,'F',110000)"
SC-20260,Scott Cohen,23-10-1999,M,1547078400,M,90000,"Insert into Customer values('SC-20260','Scott Cohen',36456,'M',1547078400,'M',90000)"
BD-11500,Bradley Drucker,31-01-1990,M,1530316800,M,110000,"Insert into Customer values('BD-11500','Bradley Drucker',32904,'M',1530316800,'M',110000)"
BM-11140,Becky Martin,26-01-1962,M,1535587200,F,110000,"Insert into Customer values('BM-11140','Becky Martin',22672,'M',1535587200,'F',110000)"
KB-16315,Karl Braun,10-05-2003,M,1541116800,M,120000,"Insert into Customer values('KB-16315','Karl Braun',37751,'M',1541116800,'M',120000)"
JM-15865,John Murray,01-09-1967,M,1427155200,M,170000,"Insert into Customer values('JM-15865','John Murray',24716,'M',1427155200,'M',170000)"
AF-10885,Art Foster,03-03-2001,M,1545264000,M,70000,"Insert into Customer values('AF-10885','Art Foster',36953,'M',1545264000,'M',70000)"
SJ-20500,Shirley Jackson,06-09-1995,M,1476403200,F,110000,"Insert into Customer values('SJ-20500','Shirley Jackson',34948,'M',1476403200,'F',110000)"
WB-21850,William Brown,31-12-1966,M,1530230400,F,130000,"Insert into Customer values('WB-21850','William Brown',24472,'M',1530230400,'F',130000)"
CC-12610,Corey Catlett,01-03-1993,M,1453334400,F,130000,"Insert into Customer values('CC-12610','Corey Catlett',34029,'M',1453334400,'F',130000)"
BE-11455,Brad Eason,02-11-1980,M,1497571200,F,130000,"Insert into Customer values('BE-11455','Brad Eason',29527,'M',1497571200,'F',130000)"
TG-21640,Trudy Glocke,20-11-1988,S,1439856000,M,150000,"Insert into Customer values('TG-21640','Trudy Glocke',32467,'S',1439856000,'M',150000)"
MS-17365,Maribeth Schnelling,05-06-1996,S,1437696000,M,60000,"Insert into Customer values('MS-17365','Maribeth Schnelling',35221,'S',1437696000,'M',60000)"
NP-18685,Nora Pelletier,13-06-1977,M,1561766400,M,60000,"Insert into Customer values('NP-18685','Nora Pelletier',28289,'M',1561766400,'M',60000)"
RM-19675,Robert Marley,09-08-1968,S,1446508800,F,80000,"Insert into Customer values('RM-19675','Robert Marley',25059,'S',1446508800,'F',80000)"
SN-20560,Skye Norling,19-09-2001,S,1464652800,F,50000,"Insert into Customer values('SN-20560','Skye Norling',37153,'S',1464652800,'F',50000)"
CD-12280,Christina DeMoss,09-03-1973,S,1533168000,M,70000,"Insert into Customer values('CD-12280','Christina DeMoss',26732,'S',1533168000,'M',70000)"
BG-11035,Barry Gonzalez,12-06-1976,M,1449446400,M,70000,"Insert into Customer values('BG-11035','Barry Gonzalez',27923,'M',1449446400,'M',70000)"
CC-12550,Clay Cheatham,28-06-1995,M,1531353600,M,70000,"Insert into Customer values('CC-12550','Clay Cheatham',34878,'M',1531353600,'M',70000)"
SV-20785,Stewart Visinsky,24-12-2003,M,1527897600,M,80000,"Insert into Customer values('SV-20785','Stewart Visinsky',37979,'M',1527897600,'M',80000)"
HW-14935,Helen Wasserman,21-08-1965,M,1544745600,M,80000,"Insert into Customer values('HW-14935','Helen Wasserman',23975,'M',1544745600,'M',80000)"
AS-10285,Alejandro Savely,12-06-1998,S,1500336000,M,90000,"Insert into Customer values('AS-10285','Alejandro Savely',35958,'S',1500336000,'M',90000)"
LD-16855,Lela Donovan,19-08-1979,S,1525219200,F,90000,"Insert into Customer values('LD-16855','Lela Donovan',29086,'S',1525219200,'F',90000)"
NS-18505,Neola Schneider,24-04-1991,M,1516060800,F,100000,"Insert into Customer values('NS-18505','Neola Schneider',33352,'M',1516060800,'F',100000)"
CM-12715,Craig Molinari,03-02-1994,M,1428019200,M,110000,"Insert into Customer values('CM-12715','Craig Molinari',34368,'M',1428019200,'M',110000)"
JD-6060,Julia Dunbar,01-11-1971,M,1442275200,M,110000,"Insert into Customer values('JD-6060','Julia Dunbar',26238,'M',1442275200,'M',110000)"
MG-17680,Maureen Gastineau,19-02-1952,M,1499558400,M,80000,"Insert into Customer values('MG-17680','Maureen Gastineau',19043,'M',1499558400,'M',80000)"
DB-13210,Dean Braden,16-01-1965,M,1428537600,M,60000,"Insert into Customer values('DB-13210','Dean Braden',23758,'M',1428537600,'M',60000)"
CS-11860,Cari Schnelling,07-10-1964,S,1552608000,F,60000,"Insert into Customer values('CS-11860','Cari Schnelling',23657,'S',1552608000,'F',60000)"
GG-14650,Greg Guthrie,08-11-1961,S,1551744000,F,70000,"Insert into Customer values('GG-14650','Greg Guthrie',22593,'S',1551744000,'F',70000)"
BN-11470,Brad Norvell,16-06-1955,S,1536710400,F,70000,"Insert into Customer values('BN-11470','Brad Norvell',20256,'S',1536710400,'F',70000)"
BS-1665,Brian Stugart,21-03-2003,S,1515024000,F,70000,"Insert into Customer values('BS-1665','Brian Stugart',37701,'S',1515024000,'F',70000)"
